//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 35 21 5 255 224 202 65 35 1 15 63 230 32 105 240 254 180 7 251 95 0 7.20 1.00 0.00 100 50 75 1450.00 5.00 0.50 120 40 40 225 225 255 32 44 123 240 255 106 107 84 255 146 101 15 185 205 0
//Midday
 65 39 14 255 255 255 255 255 255 21 55 136 26 84 238 252 203 56 244 91 0 7.10 1.00 0.00 236 0 190 1600.00 0.00 0.50 90 90 140 225 225 255 0 102 193 180 190 64 107 84 255 176 119 30 140 170 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165		114 130 250	222 88 0	122 55 0	3.90 0.30 0.40 110 40 75	1800.00 10.00 0.80 120 40 40	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 74 35 0 223 183 113 255 255 255 209 112 3 243 143 7 224 90 1 255 136 17 2.00 0.50 0.60 100 60 0 1200.00 5.00 0.80 205 143 29 83 83 83 147 95 23 190 190 55 85 120 255 66 27 0 140 200 0
//10PM						
22 15 6	225 204 202	255 255 255	184 28 1  	224 82 1 255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 0.80 70 27 10	0 0 0	71 46 53 170 140 77 143	84	255	 76 51 0	0 30 0
//
//////////// EXTRASUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 33 33 33 249 244 235 255 255 255 19 14 19 6 6 17 255 128 0 5 0 0 1.00 0.30 0.90 200 102 0 800.00 100.00 1.00 30 20 0 3 3 3 26 51 125 240 255 50 61 114 255 14 46 55 25 80 0
//5AM
 18 17 16 210 184 122 255 255 255 17 17 26 22 22 33 252 103 3 254 65 1 10.00 0.50 0.50 150 100 0 900.00 70.00 1.00 70 27 10 50 43 36 53 62 68 220 180 124 106 116 255 52 27 0 0 90 0
//6AM
 51 41 19 210 174 152 255 255 255 33 81 133 211 152 41 232 116 0 252 78 3 9.40 1.00 0.10 140 100 0 950.00 100.00 0.80 100 34 25 120 92 88 203 162 141 220 180 66 86 86 255 149 114 40 80 90 0
//7AM
 33 20 12 255 224 202 255 255 255 14 91 177 12 107 214 255 128 0 255 128 0 6.80 1.00 0.00 100 50 75 1000.00 10.00 0.50 120 40 40 225 225 255 24 121 201 240 255 106 107 84 255 146 101 15 185 205 0
//Midday
 26 20 17 255 255 255 255 255 255 16 94 180 20 122 224 250 214 5 240 104 4 7.00 1.00 0.00 236 0 190 1050.00 10.00 1.00 90 90 140 225 225 255 140 200 255 150 190 64 65 50 255 166 119 30 185 205 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165		114 130 250	222 88 0	122 55 0	3.90 0.30 0.40 110 40 75	1800.00 10.00 0.80 120 40 40	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 25 18 6 213 183 163 255 255 255 218 128 27 238 165 13 255 128 0 255 128 0 2.00 0.50 0.60 100 60 0 950.00 10.00 0.80 120 40 40 230 100 40 111 69 23 190 190 55 90 70 255 86 57 0 180 200 0
//10PM						
22 15 6	225 204 202	255 255 255	184 28 1  	224 82 1  255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 0.80 70 27 10	0 0 0	71 46 53 170 140 77 255	0	255	 116 51 0	0 30 0
//	
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 33 33 33 210 188 166 255 255 255 22 5 12 13 13 31 255 128 0 5 0 0 1.00 0.40 0.60 200 100 0 800.00 155.00 1.00 30 20 0 3 3 3 23 50 128 240 255 57 87 87 255 21 27 88 122 90 0
//5AM
 0 6 6 220 192 151 255 255 255 0 0 6 4 12 26 252 116 24 250 79 5 12.00 0.40 0.50 150 100 0 950.00 100.00 1.00 70 27 10 50 43 36 44 51 56 200 180 124 132 227 255 4 85 95 0 90 0
//6AM
 32 22 22 210 194 182 255 255 255 31 60 126 214 168 31 250 103 5 255 128 0 7.40 1.00 0.10 140 100 0 1000.00 100.00 0.80 100 34 25 120 92 88 185 160 160 220 180 66 86 86 255 149 114 40 80 160 0
//7AM
 24 24 29 255 225 204 255 255 255 32 71 174 72 107 249 247 100 2 253 126 0 7.00 0.30 0.80 100 50 75 1100.00 100.00 0.50 251 202 4 198 198 255 148 162 188 200 255 106 107 84 255 146 101 15 185 205 0
//Midday
 37 23 16 255 255 255 255 255 255 33 71 173 72 125 249 253 190 2 255 117 34 7.10 1.00 0.00 236 0 190 1200.00 10.00 1.00 90 90 140 225 225 255 0 68 130 190 190 64 65 50 255 166 119 30 185 205 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165	104 120 250	222 88 0	122 55 0	5.90 0.00 0.80 110 40 75	1800.00 10.00 0.80 250 230 5	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 51 19 0 203 163 143 255 255 255 196 119 15 226 133 5 253 108 2 255 136 17 2.00 1.00 1.00 100 60 0 1000.00 10.00 1.00 120 40 40 200 100 0 67 67 67 190 190 55 77 77 255 76 57 0 170 200 0
//10PM						
22 12 5	225 184 162	255 255 255	95 25 45   	255 88 43	255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 1.00 70 27 10	0 0 0	71 46 53 170 140 77 77 77	255	 76 51 0	0 30 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 10 30 30 157 176 208 255 255 255 10 10 10 10 23 33 10 10 0 10 0 0 1.00 1.00 0.20 200 100 0 100.00 120.00 1.00 30 20 0 23 28 30 18 78 103 240 255 13 14 57 255 18 30 63 155 51 0
//5AM
 10 2 10 108 108 101 255 255 255 21 21 21 37 37 37 10 10 0 10 0 0 0.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 82 31 12 23 28 30 6 17 45 220 255 70 61 47 255 94 74 70 155 0 0
//6AM
 12 12 12 153 153 153 255 255 255 58 58 58 70 70 70 10 10 0 10 0 0 3.40 0.90 0.90 200 100 0 1000.00 0.00 0.80 100 34 25 23 28 30 60 60 68 210 255 64 64 64 255 86 55 14 155 60 100
//7AM
 5 5 12 139 139 139 255 255 255 103 111 126 129 136 150 10 10 0 10 0 0 0.00 0.70 0.80 200 50 0 1600.00 0.00 0.50 120 40 40 46 58 61 86 86 99 230 255 124 124 124 255 96 61 15 155 0 0
//Midday
 5 5 12 182 183 183 255 255 255 2 82 125 11 104 159 10 10 0 10 0 0 2.50 0.50 0.70 80 0 120 1100.00 0.00 0.30 120 100 100 92 116 123 32 82 123 230 255 124 124 124 255 96 61 15 155 60 90
//7PM
 78 33 3 173 173 173 255 255 255 170 89 9 210 111 11 245 168 5 214 82 3 3.00 100 1.00 80 0 0 1000.00 0.00 0.80 120 100 100 71 90 95 145 102 15 200 255 124 124 124 255 96 61 15 155 80 40
//8PM
 44 22 10 108 108 108 255 255 255 145 79 19 171 113 33 10 10 0 10 0 0 2.00 1.00 1.00 80 50 0 950.00 0.00 1.00 120 100 100 46 58 61 92 57 27 240 255 64 64 55 255 96 61 15 155 0 0
//10PM
 11 11 11 93 93 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 56 26 7 23 28 30 0 0 0 200 255 0 0 0 255 0 0 0 10 20 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 20 30 30 133 133 133 255 255 255 0 0 0 3 0 34 255 128 0 5 0 0 1.00 0.50 0.40 200 100 0 450.00 100.00 1.00 30 20 0 3 3 3 19 40 52 240 255 0 0 0 255 7 10 33 50 120 0
//5AM
 18 17 16 210 184 122 56 40 10 2 4 6 30 21 4 0 0 0 0 0 0 5.00 0.50 0.50 150 100 0 1000.00 100.00 1.00 70 27 10 50 43 36 17 39 66 220 180 124 106 116 255 52 27 0 70 130 0
//6AM
 22 16 5 210 174 152 69 31 5 18 101 192 217 155 28 252 177 3 252 69 7 4.50 1.00 0.10 140 100 0 1100.00 100.00 0.80 100 34 25 120 92 88 18 72 139 220 180 66 86 86 255 149 114 40 100 160 0
//7AM
 35 21 5 255 224 202 65 35 1 15 63 230 32 105 240 254 180 7 251 95 0 7.20 1.00 0.00 100 50 75 1450.00 5.00 0.50 120 40 40 225 225 255 32 44 123 240 255 106 107 84 255 146 101 15 185 205 0
//Midday
 65 39 14 255 255 255 255 255 255 21 55 136 26 84 238 252 203 56 244 91 0 7.10 1.00 0.00 236 0 190 1600.00 0.00 0.50 90 90 140 225 225 255 0 102 193 180 190 64 107 84 255 176 119 30 140 170 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165		114 130 250	222 88 0	122 55 0	3.90 0.30 0.40 110 40 75	1800.00 10.00 0.80 120 40 40	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 74 35 0 223 183 113 255 255 255 209 112 3 243 143 7 224 90 1 255 136 17 2.00 0.50 0.60 100 60 0 1200.00 5.00 0.80 205 143 29 83 83 83 147 95 23 190 190 55 85 120 255 66 27 0 140 200 0
//10PM						
22 15 6	225 204 202	255 255 255	184 28 1  	224 82 1 255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 0.80 70 27 10	0 0 0	71 46 53 170 140 77 143	84	255	 76 51 0	0 30 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 20 30 30 133 133 133 255 255 255 10 36 65 10 36 65 255 128 0 5 0 0 1.00 0.50 0.40 200 100 0 450.00 100.00 1.00 30 20 0 3 3 3 12 11 60 240 255 5 9 27 255 9 10 51 0 120 0
//5AM
 18 17 16 210 184 122 56 40 10 2 4 6 30 21 4 0 0 0 0 0 0 5.00 0.50 0.50 150 100 0 900.00 100.00 1.00 70 27 10 50 43 36 17 39 66 220 180 124 106 116 255 52 27 0 70 130 0
//6AM
 22 16 5 210 174 152 69 31 5 18 101 192 198 155 26 254 128 1 252 89 35 4.50 1.00 0.10 140 100 0 1000.00 100.00 0.80 100 34 25 120 92 88 18 72 139 220 180 66 86 86 255 149 114 40 100 160 0
//7AM
 24 18 11 255 224 202 65 35 1 26 69 172 57 107 240 251 137 11 255 120 55 7.20 1.00 0.00 100 50 75 1350.00 5.00 0.50 120 40 40 225 225 255 32 44 123 240 255 106 107 84 255 146 101 15 185 205 0
//Midday
 62 37 13 255 255 255 255 255 255 13 56 204 14 88 226 251 183 57 255 111 23 7.10 1.00 0.00 236 0 190 1500.00 0.00 0.50 90 90 140 225 225 255 0 102 193 180 190 64 107 84 255 176 119 30 140 170 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165		114 130 250	222 88 0	122 55 0	3.90 0.30 0.40 110 40 75	1800.00 10.00 0.80 120 40 40	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 72 34 0 223 183 113 255 255 255 227 121 4 248 149 16 224 90 1 255 136 17 2.00 0.50 0.60 100 60 0 1150.00 5.00 0.80 205 143 29 85 85 85 147 95 23 190 190 55 85 120 255 66 27 0 140 200 0
//10PM						
22 15 6	225 204 202	255 255 255	184 28 1  	224 82 1 255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 0.80 70 27 10	0 0 0	71 46 53 170 140 77 143	84	255	 76 51 0	0 30 0
//

//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
30 30 30	108 108 101	255 255 255	11 11 11	11 11 11	10 10 0	10 0 0	1.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 30 20 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//5AM
 10 2 10 108 108 101 255 255 255 21 21 21 37 37 37 10 10 0 10 0 0 0.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 82 31 12 23 28 30 6 17 45 220 255 70 61 47 255 94 74 70 155 0 0
//6AM
 12 12 12 153 153 153 255 255 255 58 58 58 70 70 70 10 10 0 10 0 0 3.40 0.90 0.90 200 100 0 1000.00 0.00 0.80 100 34 25 23 28 30 60 60 68 210 255 64 64 64 255 86 55 14 155 60 100
//7AM
 5 5 12 139 139 139 255 255 255 103 111 126 129 136 150 10 10 0 10 0 0 0.00 0.70 0.80 200 50 0 1600.00 0.00 0.50 120 40 40 46 58 61 86 86 99 230 255 124 124 124 255 96 61 15 155 0 0
//Midday
 5 5 12 182 183 183 255 255 255 2 82 125 11 104 159 10 10 0 10 0 0 2.50 0.50 0.70 80 0 120 1100.00 0.00 0.30 120 100 100 92 116 123 32 82 123 230 255 124 124 124 255 96 61 15 155 60 90
//7PM
 78 33 3 173 173 173 255 255 255 170 89 9 210 111 11 245 168 5 214 82 3 3.00 100 1.00 80 0 0 1000.00 0.00 0.80 120 100 100 46 58 61 145 102 15 200 255 124 124 124 255 96 61 15 155 80 40
//8PM
 44 22 10 108 108 108 255 255 255 145 79 19 171 113 33 10 10 0 10 0 0 2.00 1.00 1.00 80 50 0 950.00 0.00 1.00 120 100 100 46 58 61 92 57 27 240 255 64 64 55 255 96 61 15 155 0 0
//10PM
 11 11 11 93 93 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00 1.00 1.00 200 100 0 1000.00 0.00 1.00 56 26 7 23 28 30 0 0 0 200 255 0 0 0 255 0 0 0 10 20 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1.00 1.00 0.50 200 100 0	650.00 5.00 1.00 30 20 0	0 0 0	59 68 77 240	255 124 124 124	255 16 48 10	155 0 0
//5AM
 31 31 31 135 173 197 255 255 255 27 27 29 51 51 51 0 0 0 0 0 0 1.00 1.00 0.70 200 100 0 950.00 5.00 1.00 70 27 10 0 0 0 55 55 55 190 190 94 66 55 255 22 66 33 90 120 30
//6AM
 31 31 31 175 173 197 255 255 255 62 62 62 79 79 79 0 0 0 0 0 0 3.40 0.90 0.30 200 100 0 950.00 5.00 0.90 100 34 25 0 0 0 46 77 92 190 190 88 89 110 255 48 48 48 90 120 100
//7AM
 21 21 21 175 173 197 255 255 255 80 84 99 107 121 137 0 0 0 0 0 0 0.00 0.70 0.50 80 80 0 960.00 5.00 0.80 120 40 40 0 0 0 34 75 98 190 190 80 61 81 255 48 48 48 160 200 60
//Midday
 13 13 13 161 161 161 255 255 255 84 105 131 129 143 167 10 10 0 10 0 0 1.00 0.50 0.30 60 50 60 970.00 5.00 0.30 120 100 100 0 0 0 111 111 111 190 190 124 124 124 255 48 48 48 160 200 30
//7PM
 13 13 13 161 161 161 255 255 255 106 95 81 124 104 86 10 10 0 10 0 0 3.50 1.00 0.30 60 50 0 950.00 5.00 0.80 120 40 40 0 0 0 123 107 100 190 190 124 124 124 255 48 48 48 120 131 40
//8PM
 31 31 39 167 198 223 255 255 255 92 80 67 116 107 99 0 0 0 0 0 0 2.00 1.90 0.80 80 80 0 950.00 5.00 1.00 120 40 40 0 0 0 71 115 141 190 190 38 64 99 255 48 48 48 90 55 0
//10PM
 31 31 39 134 176 210 255 255 255 20 20 20 36 36 36 0 0 0 0 0 0 1.00 0.20 0.50 200 100 0 960.00 5.00 1.00 70 27 10 0 0 0 36 77 96 190 190 38 64 98 255 0 55 20 90 120 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
33 33 33	141 141 141	255 255 255	0 40 40	0 40 40	10 10 0	10 0 0	1.00 1.00 0.70 60 50 0	150.00 -200.00 1.00 30 20 0	0 0 0	120 120 125 240	255 124 124 124	255 30 30 32	0 120 0
//5AM
 33 33 33 194 169 156 255 255 255 46 46 46 58 58 61 10 10 0 10 0 0 0.00 1.00 0.70 60 50 0 850.00 -200.00 1.00 70 27 10 0 0 0 120 120 125 170 120 124 124 124 255 30 30 32 0 120 0
//6AM
 33 33 33 141 141 141 255 255 255 77 77 77 91 91 91 0 10 0 10 0 0 3.40 0.90 0.70 60 50 0 750.00 -200.00 0.80 100 34 25 0 0 0 128 128 125 170 120 124 124 124 255 30 30 32 0 120 100
//7AM
 33 33 33 141 141 141 255 255 255 83 85 102 101 111 133 10 10 0 10 0 0 2.50 0.70 0.70 60 50 0 750.00 -200.00 0.60 120 40 40 0 0 0 128 128 125 170 120 124 124 124 255 30 30 32 0 120 0
//Midday
 13 13 13 141 141 141 255 255 255 121 123 147 126 133 141 10 10 0 10 0 0 1.00 0.50 0.30 60 50 60 750.00 -30.00 0.30 120 100 100 0 0 0 128 128 128 170 120 124 124 124 255 30 30 32 0 120 0
//7PM
 13 13 13 141 141 141 255 255 255 122 98 82 113 103 91 10 10 0 10 0 0 3.50 1.00 0.30 60 50 0 750.00 -70.00 0.80 125 51 43 0 0 0 123 123 124 170 120 124 124 124 255 30 30 32 0 111 0
//8PM
 13 13 13 141 141 141 255 255 255 71 61 54 81 67 55 10 10 0 10 0 0 2.00 1.00 1.00 60 50 0 750.00 -80.00 1.00 120 40 40 0 0 0 122 121 124 170 120 124 124 124 255 30 30 32 0 120 0
//10PM
 33 33 33 141 141 141 255 255 255 67 57 50 80 64 56 10 10 0 10 0 0 1.00 1.00 0.70 60 50 0 750.00 -100.00 1.00 70 27 10 0 0 0 123 124 120 170 120 124 124 124 255 30 30 32 0 120 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 25 22 22 144 137 137 255 255 255 12 28 61 70 2 65 255 255 0 5 0 0 1.00 0.30 0.80 200 100 0 1000.00 100.00 1.00 30 20 0 3 3 3 38 38 55 240 255 19 39 108 255 132 0 3 122 0 0
//5AM
 18 17 16 210 184 122 56 40 10 2 4 6 30 21 4 0 0 0 0 0 0 5.00 0.50 0.50 150 100 0 1000.00 100.00 1.00 70 27 10 50 43 36 17 39 66 220 180 124 106 116 255 52 27 0 70 130 0
//6AM
 22 16 5 210 174 152 69 31 5 18 101 192 217 155 28 252 177 3 252 69 7 4.50 1.00 0.10 140 100 0 1100.00 100.00 0.80 100 34 25 120 92 88 18 72 139 220 180 66 86 86 255 149 114 40 100 160 0
//7AM
 35 21 5 255 224 202 65 35 1 15 63 230 32 105 240 254 180 7 251 95 0 7.20 1.00 0.00 100 50 75 1450.00 5.00 0.50 120 40 40 225 225 255 32 44 123 240 255 106 107 84 255 146 101 15 185 205 0
//Midday
 65 39 14 255 255 255 255 255 255 21 55 136 26 84 238 252 203 56 244 91 0 7.10 1.00 0.00 236 0 190 1600.00 0.00 0.50 90 90 140 225 225 255 0 102 193 180 190 64 107 84 255 176 119 30 140 170 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165		114 130 250	222 88 0	122 55 0	3.90 0.30 0.40 110 40 75	1800.00 10.00 0.80 120 40 40	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 74 35 0 223 183 113 255 255 255 209 112 3 243 143 7 224 90 1 255 136 17 2.00 0.50 0.60 100 60 0 1200.00 5.00 0.80 205 143 29 83 83 83 147 95 23 190 190 55 85 120 255 66 27 0 140 200 0
//10PM						
22 15 6	225 204 202	255 255 255	184 28 1  	224 82 1 255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 0.80 70 27 10	0 0 0	71 46 53 170 140 77 143	84	255	 76 51 0	0 30 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
22 22 22	163 163 163	255 255 255	9 6 9	18 15 44	255 255 0	5 0 0	1.00 0.30 0.70 200 100 0	1000.00 200.00 1.00 30 20 0	3 3 3	38 38 55 240	255 77 77 77	255 88 66 41	0 30 0
//5AM
 18 17 16 210 184 122 56 40 10 2 4 6 30 21 4 0 0 0 0 0 0 5.00 0.50 0.50 150 100 0 900.00 100.00 1.00 70 27 10 50 43 36 17 39 66 220 180 124 106 116 255 52 27 0 70 130 0
//6AM
 22 16 5 210 174 152 69 31 5 18 101 192 198 155 26 254 128 1 252 89 35 4.50 1.00 0.10 140 100 0 1000.00 100.00 0.80 100 34 25 120 92 88 18 72 139 220 180 66 86 86 255 149 114 40 100 160 0
//7AM
 24 18 11 255 224 202 65 35 1 26 69 172 57 107 240 251 137 11 255 120 55 7.20 1.00 0.00 100 50 75 1350.00 5.00 0.50 120 40 40 225 225 255 32 44 123 240 255 106 107 84 255 146 101 15 185 205 0
//Midday
 62 37 13 255 255 255 255 255 255 13 56 204 14 88 226 251 183 57 255 111 23 7.10 1.00 0.00 236 0 190 1500.00 0.00 0.50 90 90 140 225 225 255 0 102 193 180 190 64 107 84 255 176 119 30 140 170 0
//7PM					
22 22 22	255 255 255	255 255 255	36 54 165		114 130 250	222 88 0	122 55 0	3.90 0.30 0.40 110 40 75	1800.00 10.00 0.80 120 40 40	225 225 255	140 200 255 190 190 64 124 107 255	176 120 10	185 205 0
//8PM
 72 34 0 223 183 113 255 255 255 227 121 4 248 149 16 224 90 1 255 136 17 2.00 0.50 0.60 100 60 0 1150.00 5.00 0.80 205 143 29 85 85 85 147 95 23 190 190 55 85 120 255 66 27 0 140 200 0
//10PM						
22 15 6	225 204 202	255 255 255	184 28 1  	224 82 1 255 128 0	5 8 0	1.00 0.50 0.70 160 100 0	1400.00 10.00 0.80 70 27 10	0 0 0	71 46 53 170 140 77 143	84	255	 76 51 0	0 30 0
//

//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
